BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 23
	and p_type like '%BRASS'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'MIDDLE EAST'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'MIDDLE EAST'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                |     s_phone     |                                              s_comment                                              
-----------+---------------------------+---------------------------+-----------+---------------------------+-----------------------------------------+-----------------+-----------------------------------------------------------------------------------------------------
   9994.67 | Supplier#000048146        | EGYPT                     |    598135 | Manufacturer#4            | uq4pbng1m ,bHziSHWDqTi0mOSiqCn          | 14-860-865-5070 | iously bold excuses x-ray evenly. even, regular accounts are daringly. even, ironic pack
   9993.91 | Supplier#000037644        | JORDAN                    |   1112632 | Manufacturer#4            | G7p42aJGwfktyUfxcZ7fy65uRbSQdlXhFW      | 23-181-198-2592 | nstructions across the slyly silent warhorses integrate around
   9991.33 | Supplier#000088586        | IRAN                      |    988585 | Manufacturer#1            | 34clwSJUish ,RCR                        | 20-448-473-8236 | s. slyly pending ideas haggle furiously pending packages. fluffily special dependencies ca
   9990.72 | Supplier#000074797        | JORDAN                    |    549791 | Manufacturer#4            | seYLdILmuOrsdGDC6ynG9Z                  | 23-572-612-7116 | egrate blithely. fluffily ironic accounts boost carefully? blithely ev
   9988.54 | Supplier#000058678        | IRAN                      |    483665 | Manufacturer#3            | a99NyaA2,tkvFZl,B38W6tLG0MgB1z7QUBT7NEs | 20-836-702-5861 | fluffily special requests sleep fluffily. platelets
   9987.93 | Supplier#000023626        | IRAQ                      |   1148592 | Manufacturer#5            | S2V29u51pq8X1HvBmjMzXnfh                | 21-879-146-7865 | e regular requests. doggedly final packages along the bold depths haggle fluffily according to
   9987.88 | Supplier#000042110        | JORDAN                    |    317106 | Manufacturer#2            | cIbkJ267eRaz0EOLYffmhKtEZBmC0WD7suuj    | 23-236-911-8959 | eep slyly after the furiously regu
   9987.88 | Supplier#000042110        | JORDAN                    |   1642109 | Manufacturer#4            | cIbkJ267eRaz0EOLYffmhKtEZBmC0WD7suuj    | 23-236-911-8959 | eep slyly after the furiously regu
   9987.61 | Supplier#000059450        | IRAN                      |   1034439 | Manufacturer#3            | GP2rTGTl26,Eh1h1,B3B5CGNYyd             | 20-840-179-9811 | equests wake quickly against the c
   9979.26 | Supplier#000045297        | IRAN                      |   1220284 | Manufacturer#1            | heS19iu,c8wmCLbl24J                     | 20-538-649-3396 | r accounts. deposits play. slyly final requests haggle final instructions. slyly s
   9972.83 | Supplier#000074703        | SAUDI ARABIA              |    899678 | Manufacturer#2            | Ub8gGTSClotZZpmms1E1ulTUWULdUsqYudQ     | 30-958-326-2557 | eans wake blithely bold packa
   9971.45 | Supplier#000079916        | EGYPT                     |    354912 | Manufacturer#3            | DLydFHGezaSZJ EdHVIIr IfQ               | 14-135-922-1594 |  final excuses. blithely even requests cajole furiously. unusual excuses nag alongside 
   9970.44 | Supplier#000028674        | IRAQ                      |   1228673 | Manufacturer#1            | dHnqxbbo3kzrs13f74hL g5fh0ZZIfYeaOPUqq  | 21-941-488-2922 | inal dependencies. carefully even asymptotes haggle along the blithely silent re
   9969.59 | Supplier#000046205        | IRAQ                      |    846204 | Manufacturer#2            | Zva2XFahjs4f218iIYM7EuX3is,e,9          | 21-183-987-4581 |  slyly final ideas. slyly ironic ideas must cajole carefully. carefully exp
   9966.63 | Supplier#000018421        | IRAN                      |   1643372 | Manufacturer#5            | o5EqUQg0r3Je,xDAuKzQ8M69Y1BegyBjwD      | 20-540-574-9574 | accounts. blithely final requests wake f
   9963.65 | Supplier#000020322        | EGYPT                     |   1670289 | Manufacturer#1            | J3ShW3oKhfTniLW8C                       | 14-304-869-9488 | cies haggle furiously around the special accounts. ruthlessly special asym
   9962.15 | Supplier#000068997        | IRAN                      |    718982 | Manufacturer#4            | Yr5ub71HA9myja8z9sga5odgzMaGDQCPnwcQ0Q  | 20-649-923-8264 | es. furiously even instructions cajole slyly along
   9961.05 | Supplier#000034657        | EGYPT                     |    509651 | Manufacturer#3            | FH,mEarCMlb59DoDSEDluid                 | 14-589-425-9585 | ts affix slyly. slyly regular packages against the express platelets boost toward the regular 
    9958.1 | Supplier#000076950        | IRAN                      |     76949 | Manufacturer#5            | P98dqRA5oIIxk g7ftaNU                   | 20-356-185-4644 | iously final theodolites. warhorses print. furiously unusual accounts 
   9955.25 | Supplier#000089728        | IRAN                      |   1539697 | Manufacturer#3            | OGCiDsItOMYR6,1Ea5yzBqHVaY0TAW          | 20-627-108-5316 | bold ideas. unusual notornis around 
   9953.61 | Supplier#000046251        | JORDAN                    |    271244 | Manufacturer#5            | tX4 AsIueA9tIyY9uYeBDoQLyqPkj6bua0Ygh   | 23-602-226-4551 | ly regular theodolites doze fluffily carefully final instructions. even gifts 
