ctime,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit
1416267394.01301,pg_catalog,pg_auth_members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_operator,0,0,214511,902146,0,0,0,0,0,0,60449,590513,45735,436358,,,,
1416267394.01301,public,customer,12,13500000,83,1594461,1500000,0,0,0,1500000,0,181847,742067,4606,353,,,,
1416267394.01301,pg_catalog,pg_aggregate,0,0,14339,14339,0,0,0,0,0,0,4568,9771,9140,16519,,,,
1416267394.01301,pg_catalog,pg_pltemplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,public,supplier,14,800000,3315097,3411978,100000,0,0,0,100000,0,10921,3338494,823,6647556,,,,
1416267394.01301,pg_toast,pg_toast_12188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_description,0,0,3549,0,0,0,0,0,0,0,0,0,1345,6518,0,0,0,0
1416267394.01301,pg_catalog,pg_language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,information_schema,sql_packages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416267394.01301,information_schema,sql_parts,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416267394.01301,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416267394.01301,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,public,partsupp,5,32000000,56353,10353641,8000000,0,0,0,8000000,0,828423,3322127,42093,155612,,,,
1416267394.01301,pg_catalog,pg_default_acl,0,0,3100,0,0,0,0,0,0,0,0,0,370,2730,,,,
1416267394.01301,pg_toast,pg_toast_12198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_toast,pg_toast_12208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416267394.01301,pg_catalog,pg_attribute,3157,20951,913718,1776315,6038,210,5860,174,2425,471,93191,892332,43834,1850422,,,,
1416267394.01301,pg_catalog,pg_statistic,0,0,209253,157174,1389,3265,1326,2849,447,66,38701,128481,20822,430306,3425,10785,1854,10497
